Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
12.03.2019;;3942;;;;;;;;;;;;
13.03.2019;;3966;;;;;;;;;;;;
14.03.2019;;3897;;;;;;;;;;;;
15.03.2019;;3912;;;;;;;;;;;;
18.03.2019;;3936;;;;;;;;;;;;
19.03.2019;;3936;;;;;;;;;;;;
20.03.2019;3945;3946;3937;3947;3937;3947;;1;12;138082;35;276220;70;
21.03.2019;;3872;;;;;;;;;;271040;70;
22.03.2019;3819;3797;3906;3906;3797;3797;;10;14;351348;92;842934;222;
25.03.2019;3763;3700;3785;3785;3700;3700;-2,56;1;5;101601;27;939800;254;
26.03.2019;3754;3754;3754;3754;3754;3754;1,46;1;1;3754;1;953516;254;
27.03.2019;3714;3713;3723;3723;3712;3713;-1,09;5;3;40859;11;876268;236;
28.03.2019;3688;3688;3689;3689;3688;3688;-0,67;7;2;29505;8;914624;248;
29.03.2019;;3642;;;;;;;;;;903216;248;
01.04.2019;3703;3699;3708;3736;3699;3699;;10;5;107380;29;1124496;304;
02.04.2019;3655;3686;3673;3686;3650;3650;-1,32;59;6;372838;102;1732420;470;
03.04.2019;3680;3704;3710;3710;3656;3656;0,16;25;2;165600;45;1777920;480;
04.04.2019;3657;3657;3657;3657;3657;3657;0,03;10;1;36570;10;1755360;480;
05.04.2019;3600;3599;3600;3600;3600;3600;-1,56;5;1;18000;5;1727520;480;
08.04.2019;3592;3602;3591;3599;3591;3599;-0,03;1;2;35918;10;1728960;480;
09.04.2019;;3600;;;;;;;;;;1728000;480;
10.04.2019;;3567;;;;;;;;;;1712160;480;
11.04.2019;3553;3540;3551;3570;3539;3540;;5;29;1012709;285;3242640;916;
12.04.2019;3554;3541;3545;3562;3545;3562;0,62;5;3;35535;10;3278966;926;
15.04.2019;3503;3493;3535;3535;3500;3503;-1,66;2;11;402815;115;4002978;1146;
16.04.2019;3474;3464;3494;3497;3445;3463;-1,14;1;12;236232;68;4198368;1212;
17.04.2019;3550;3550;3550;3550;3550;3550;2,51;10;1;35500;10;4231600;1192;
18.04.2019;3557;3565;3560;3560;3556;3556;0,17;5;2;21340;6;4220960;1184;
19.04.2019;3582;3582;3582;3582;3582;3582;0,73;1;3;1149822;321;4284072;1196;
22.04.2019;3552;3551;3570;3594;3534;3551;-0,86;3;6;131430;37;4133364;1164;
23.04.2019;3564;3643;3548;3641;3548;3641;2,53;1;18;231636;65;4094732;1124;
24.04.2019;3635;3611;3635;3645;3600;3600;-1,13;1;18;381644;105;4138206;1146;
25.04.2019;3649;3627;3656;3658;3633;3633;0,92;2;5;149617;41;4149288;1144;
26.04.2019;3603;3580;3631;3631;3576;3588;-1,24;1;14;266651;74;4324640;1208;
29.04.2019;3570;3591;3574;3596;3539;3596;0,22;12;11;171371;48;4323564;1204;
30.04.2019;3571;3690;3612;3618;3547;3616;0,56;2;22;321348;90;4582980;1242;
02.05.2019;3716;3729;3680;3740;3668;3729;3,12;1;11;141212;38;4623960;1240;
03.05.2019;3754;3760;3753;3760;3753;3760;0,83;2;5;37544;10;4715040;1254;
06.05.2019;3687;3712;3615;3710;3615;3683;-2,05;1;4;55311;15;4736512;1276;
07.05.2019;3792;3782;3739;3820;3650;3790;2,90;7;44;1012463;267;5703256;1508;
08.05.2019;3756;3756;3756;3756;3756;3756;-0,90;3;1;11268;3;5641512;1502;
10.05.2019;3712;3680;3769;3769;3680;3683;-1,94;1;38;705317;190;6719680;1826;
13.05.2019;3693;3693;3693;3693;3693;3693;0,27;1;5;66474;18;6669558;1806;
14.05.2019;3737;3747;3720;3763;3720;3729;0,98;1;12;104640;28;6774576;1808;
15.05.2019;3705;3705;3713;3714;3692;3692;-0,99;1;4;14819;4;6698640;1808;
16.05.2019;3628;3647;3672;3673;3598;3647;-1,22;3;105;2615564;721;7943166;2178;
17.05.2019;3634;3629;3615;3667;3615;3632;-0,41;6;23;283480;78;7838640;2160;
20.05.2019;3611;3611;3614;3615;3610;3611;-0,58;1;83;1271072;352;10096356;2796;
21.05.2019;3592;3580;3622;3622;3576;3580;-0,86;1;126;1433209;399;12794920;3574;
22.05.2019;3572;3576;3577;3614;3540;3565;-0,42;5;34;532249;149;13202592;3692;
23.05.2019;3520;3505;3578;3578;3501;3501;-1,80;9;43;1154402;328;14671930;4186;
24.05.2019;3518;3515;3500;3535;3444;3515;0,40;2;413;5657617;1608;23093550;6570;
27.05.2019;3544;3555;3539;3569;3530;3555;1,14;1;76;609518;172;22389390;6298;
28.05.2019;3579;3578;3572;3607;3565;3578;0,65;1;70;1288391;360;22498464;6288;
